Tournament,Country,City,Coordinates,Date,Series,Court,Surface,Round,Best_of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-14,ATP Tour 250,Outdoor,Hard,2nd Round,3,Mathieu P.H.,Djokovic N.,Djokovic N.,29,3,2000,10590,1-6 2-6
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-14,ATP Tour 250,Outdoor,Hard,2nd Round,3,Hewitt L.,Tipsarevic J.,Hewitt L.,74,46,1100,1500,7-5 6-4
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-14,ATP Tour 250,Outdoor,Hard,2nd Round,3,Guccione C.,Nieminen J.,Nieminen J.,132,40,686,1600,6-7 3-6
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-14,ATP Tour 250,Outdoor,Hard,2nd Round,3,Chardy J.,Andreev I.,Chardy J.,73,19,1106,2490,6-4 4-6 6-4
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-14,ATP Tour 250,Outdoor,Hard,2nd Round,3,Simon G.,Gasquet R.,Gasquet R.,7,25,3960,2330,4-6 4-6
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-15,ATP Tour 250,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Chardy J.,Gasquet R.,25,73,2330,1106,6-2 7-6
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-15,ATP Tour 250,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Nalbandian D.,Nalbandian D.,74,11,1100,3450,6-7 5-7
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-15,ATP Tour 250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Ancic M.,Djokovic N.,3,35,10590,1800,6-3 6-4
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-16,ATP Tour 250,Outdoor,Hard,Semifinals,3,Gasquet R.,Nalbandian D.,Nalbandian D.,25,11,2330,3450,4-6 3-6
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-16,ATP Tour 250,Outdoor,Hard,Semifinals,3,Nieminen J.,Djokovic N.,Nieminen J.,40,3,1600,10590,6-4 7-6
Medibank International,Australia,Sydney,"[151.2093, -33.8688]",2009-01-17,ATP Tour 250,Outdoor,Hard,The Final,3,Nieminen J.,Nalbandian D.,Nalbandian D.,40,11,1600,3450,3-6 7-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Gremelmayr D.,Ferrer D.,12,80,3390,1042,6-1 6-7 6-1 6-7 6-4
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Berdych T.,Berdych T.,47,21,1490,2400,4-6 4-6 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Ouahab L.,Mayer F.,450,193,127,430,6-2 6-1 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Hrbaty D.,Hrbaty D.,139,251,645,302,6-7 6-2 2-6 5-7
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Kendrick R.,Soderling R.,17,96,2650,956,5-7 6-4 6-4 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Petzschner P.,Dabul B.,Dabul B.,63,100,1232,940,1-6 2-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Rehnquist B.,Roddick A.,9,191,3940,442,6-0 6-2 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Malisse X.,Malisse X.,56,195,1350,428,6-7 1-6 1-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Lopez F.,Muller G.,87,28,988,2010,6-3 7-6 4-6 4-6 7-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Starace P.,Tomic B.,Tomic B.,73,768,1128,42,6-7 6-1 6-7 6-7
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Reynolds B.,Robredo T.,22,69,2390,1146,6-2 7-5 6-1
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Baghdatis M.,Baghdatis M.,48,97,1478,950,3-6 6-7 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Minar I.,Wawrinka S.,16,102,2670,930,6-1 2-6 7-5 7-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Zverev M.,Del Potro J.M.,Del Potro J.M.,81,6,1040,4060,3-6 4-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Martin A.,Troicki V.,53,99,1395,940,6-3 3-6 6-2 6-4
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Phau B.,Klein B.,Klein B.,110,249,883,304,4-6 3-6 6-4 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Daniel M.,Chardy J.,68,101,1163,932,6-4 6-4 6-1
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Stoppini A.,Djokovic N.,Djokovic N.,220,3,354,10650,2-6 3-6 5-7
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Groth S.,Fish M.,24,279,2330,266,6-7 6-4 7-5 6-0
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Delic A.,Delic A.,728,127,48,728,4-6 6-3 6-4 3-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Calleri A.,Garcia-Lopez G.,62,66,1232,1170,3-6 7-6 6-2 6-0
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Korolev E.,Korolev E.,41,118,1580,808,3-6 1-6 6-7
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Anderson K.,Cilic M.,20,108,2450,904,6-3 6-2 6-7 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Lu Y.H.,Lu Y.H.,90,61,978,1244,3-6 5-7 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Bolelli S.,Vliegen K.,Bolelli S.,39,85,1686,1008,7-6 7-6 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Navarro-Pastor I.,Safin M.,Safin M.,74,27,1108,2050,3-6 3-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Hernandez O.,Tipsarevic J.,46,67,1500,1168,4-6 6-1 6-3 4-6 6-0
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Kohlschreiber P.,Kohlschreiber P.,33,34,1860,1855,6-7 3-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Ferrero J.C.,Santoro F.,60,65,1268,1190,6-3 6-2 6-7 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Gicquel M.,Nalbandian D.,Nalbandian D.,50,11,1448,3500,1-6 6-4 2-6 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Seppi A.,Federer R.,2,35,10700,1820,6-1 7-6 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Junqueira D.,Gasquet R.,Gasquet R.,76,25,1088,2330,7-6 6-7 3-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Hernych J.,Hanescu V.,44,78,1531,1068,3-6 3-6 7-6 7-6 7-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Melzer J.,Melzer J.,59,32,1325,1868,5-7 2-6 1-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Massu N.,Almagro N.,18,84,2540,1010,6-4 6-4 3-6 5-7 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Golubev A.,Fognini F.,Fognini F.,93,88,966,986,6-3 6-7 4-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Gabashvili T.,Granollers M.,51,64,1444,1226,6-4 7-6 4-6 6-0
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Odesnik W.,Ancic M.,Ancic M.,115,36,862,1805,5-7 4-6 6-4 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Spadea V.,Istomin D.,105,82,910,1038,6-2 7-5 6-4
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Gimeno-Traver D.,Karlovic I.,Karlovic I.,91,26,976,2295,3-6 4-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Beck A.,Ebelthite C.,Beck A.,103,254,926,300,7-5 6-1 6-0
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Sela D.,Sela D.,31,106,1924,908,6-1 2-6 4-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Andujar P.,Simon G.,8,98,3960,942,6-4 6-1 6-1
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Devilder N.,Guccione C.,Guccione C.,72,132,1142,706,4-6 2-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Hewitt L.,Gonzalez F.,14,70,2840,1145,5-7 6-2 6-2 3-6 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Gulbis E.,Gulbis E.,42,52,1574,1438,3-6 2-6 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Polansky P.,Andreev I.,19,210,2490,380,5-7 3-6 6-4 6-3 6-4
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Vassallo-Arguello M.,Monfils G.,Monfils G.,71,13,1144,3010,1-6 3-6 5-7
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Youzhny M.,Koubek S.,183,40,457,1670,6-3 6-2 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,De Chaunac S.,De Chaunac S.,57,253,1340,300,6-2 3-6 6-0 2-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Kunitsyn I.,Ljubicic I.,55,43,1376,1562,4-6 7-6 7-6 5-7 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Kindlmann D.,Canas G.,Canas G.,229,77,337,1086,6-3 5-7 7-5 0-6 5-7
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Mannarino A.,Verdasco F.,15,129,2830,726,6-0 6-2 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Stakhovsky S.,Clement A.,Clement A.,83,89,1011,980,3-6 6-2 6-4 2-6 1-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Monaco J.,Tsonga J.W.,7,49,3995,1470,6-4 6-4 6-0
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Ball C.,Berrer M.,Berrer M.,203,134,414,684,2-6 4-6 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Cipolla F.,Tursunov D.,Cipolla F.,138,30,664,1952,4-6 6-2 7-6 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Schwank E.,Haas T.,Haas T.,54,79,1380,1050,3-6 3-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Lapentti N.,Stepanek R.,23,86,2360,1004,3-6 6-3 6-4 6-4
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Karanusic R.,Karanusic R.,58,92,1339,974,3-6 6-1 3-6 6-3 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Dancevic F.,Blake J.,10,131,3550,710,6-4 6-3 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Nadal R.,Nadal R.,75,1,1096,13160,0-6 2-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Tipsarevic J.,Cilic M.,20,46,2450,1500,6-2 6-3 4-6 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Ferrer D.,Ferrer D.,251,12,302,3390,2-6 2-6 1-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Garcia-Lopez G.,Safin M.,27,62,2050,1232,7-5 6-2 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Mathieu P.H.,Delic A.,Delic A.,29,127,2000,728,6-1 6-3 3-6 6-7 6-7
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Chardy J.,Djokovic N.,3,68,10650,1163,7-5 6-1 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Robredo T.,Robredo T.,53,22,1395,2390,1-6 3-6 0-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Dabul B.,Berdych T.,21,100,2400,940,6-1 6-1 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Klein B.,Wawrinka S.,Wawrinka S.,249,16,304,2670,3-6 4-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Korolev E.,Federer R.,2,118,10700,808,6-2 6-3 6-1
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Lu Y.H.,Lu Y.H.,11,61,3500,1244,4-6 7-5 6-4 4-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Fish M.,Bolelli S.,Fish M.,24,39,2330,1686,6-4 6-1 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Soderling R.,Baghdatis M.,Baghdatis M.,17,97,2650,950,6-3 5-7 3-6 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Santoro F.,Kohlschreiber P.,Santoro F.,60,34,1268,1855,5-7 7-5 3-6 7-5 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Mayer F.,Del Potro J.M.,Del Potro J.M.,450,6,127,4060,1-6 5-7 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Malisse X.,Roddick A.,9,195,3940,428,4-6 6-2 7-6 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Muller G.,Muller G.,768,87,42,988,6-3 1-6 4-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Canas G.,Gonzalez F.,14,77,2840,1086,7-5 6-3 6-4
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Beck A.,Melzer J.,Melzer J.,103,32,926,1868,7-5 6-7 4-6 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Guccione C.,Simon G.,8,132,3960,706,6-7 6-4 6-1 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Hanescu V.,Sela D.,Sela D.,44,106,1531,908,3-6 3-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Istomin D.,Gasquet R.,25,105,2330,910,6-3 6-4 6-4
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Fognini F.,Almagro N.,Almagro N.,88,18,986,2540,2-6 5-7 0-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Cipolla F.,Haas T.,79,138,1050,664,6-1 6-2 6-1
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Karlovic I.,Ancic M.,Ancic M.,26,36,2295,1805,7-5 5-7 6-4 4-6 3-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Berrer M.,Stepanek R.,23,134,2360,684,6-3 6-2 6-7 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Karanusic R.,Nadal R.,Nadal R.,92,1,974,13160,2-6 3-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Clement A.,Verdasco F.,15,89,2830,980,6-1 6-1 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Monfils G.,Monfils G.,183,13,457,3010,4-6 4-6 6-3 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Ljubicic I.,Tsonga J.W.,7,55,3995,1376,6-7 7-6 7-6 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Gulbis E.,Andreev I.,Andreev I.,52,19,1438,2490,4-6 4-6 7-5 6-3 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,De Chaunac S.,Blake J.,10,253,3550,300,6-3 6-2 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Granollers M.,Murray A.,Murray A.,51,4,1444,7190,4-6 2-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Del Potro J.M.,Muller G.,Del Potro J.M.,6,87,4060,988,6-7 7-5 6-3 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Cilic M.,Cilic M.,12,20,3390,2450,6-7 3-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Delic A.,Djokovic N.,3,127,10650,728,6-2 4-6 6-3 7-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Lu Y.H.,Robredo T.,Robredo T.,61,22,1244,2390,1-6 3-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Santoro F.,Roddick A.,9,60,3940,1268,6-3 6-4 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Berdych T.,Berdych T.,16,21,2670,2400,6-4 1-6 3-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Safin M.,Federer R.,2,27,10700,2050,6-3 6-2 7-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Fish M.,Baghdatis M.,Baghdatis M.,24,97,2330,950,2-6 4-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Almagro N.,Monfils G.,13,18,3010,2540,6-4 6-3 7-5
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Ancic M.,Simon G.,Simon G.,36,8,1805,3960,6-7 4-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Verdasco F.,Stepanek R.,Verdasco F.,15,23,2830,2360,6-4 6-0 6-0
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Sela D.,Tsonga J.W.,Tsonga J.W.,106,7,908,3995,4-6 2-6 6-1 1-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Andreev I.,Blake J.,10,19,3550,2490,6-3 6-2 3-6 6-1
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Gonzalez F.,Gonzalez F.,25,14,2330,2840,6-3 6-3 6-7 2-6 6-7
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Melzer J.,Murray A.,4,32,7190,1868,7-5 6-0 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Nadal R.,Nadal R.,79,1,1050,13160,4-6 2-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Del Potro J.M.,Cilic M.,Del Potro J.M.,6,20,4060,2450,5-7 6-4 6-4 6-2
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Federer R.,Federer R.,21,2,2400,10700,6-4 7-6 4-6 4-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Robredo T.,Roddick A.,9,22,3940,2390,7-5 6-1 6-3
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Baghdatis M.,Djokovic N.,Djokovic N.,97,3,950,10650,1-6 6-7 7-6 2-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Verdasco F.,Murray A.,Verdasco F.,15,4,2830,7190,2-6 6-1 1-6 6-3 6-4
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Gonzalez F.,Nadal R.,Nadal R.,14,1,2840,13160,3-6 2-6 4-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Tsonga J.W.,Blake J.,Tsonga J.W.,7,10,3995,3550,6-4 6-4 7-6
Australian Open,Australia,Melbourne,"[144.9631, -37.8136]",2009-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Del Potro J.M.,Federer R.,Federer R.,6,2,4060,10700,3-6 0-6 0-6
