Tournament,Country,City,Coordinates,Date,Series,Court,Surface,Round,Best_of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-04,ATP Tour 500,Outdoor,Hard,Semifinals,3,Rune H.,De Minaur A.,De Minaur A.,10,22,3161,1710,6-3 5-7 2-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-05,ATP Tour 500,Outdoor,Hard,The Final,3,De Minaur A.,Paul T.,De Minaur A.,22,23,1710,1700,3-6 6-4 6-1
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-27,ATP Tour 500,Outdoor,Hard,1st Round,3,Halys Q.,Kokkinakis T.,Kokkinakis T.,73,101,701,532,4-6 6-7
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-27,ATP Tour 500,Outdoor,Hard,1st Round,3,Sonego L.,Huesler M.A.,Sonego L.,67,51,745,890,7-5 6-3
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-27,ATP Tour 500,Outdoor,Hard,1st Round,3,Lestienne C.,Griekspoor T.,Griekspoor T.,56,39,821,989,4-6 6-3 2-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-27,ATP Tour 500,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Jaziri M.,Davidovich Fokina A.,29,444,1345,95,6-2 6-0
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-27,ATP Tour 500,Outdoor,Hard,1st Round,3,Popyrin A.,Kotov P.,Kotov P.,98,138,556,419,3-6 7-5 6-7
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-27,ATP Tour 500,Outdoor,Hard,1st Round,3,Rublev A.,Krajinovic F.,Rublev A.,6,70,3405,730,7-5 6-2
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-27,ATP Tour 500,Outdoor,Hard,1st Round,3,Lehecka J.,Zverev A.,Zverev A.,47,16,932,2320,6-4 3-6 4-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,O Connell C.,Ruusuvuori E.,O Connell C.,92,54,592,846,7-5 6-4
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Cressy M.,Auger-Aliassime F.,Auger-Aliassime F.,36,9,1016,3245,6-7 6-3 3-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Khachanov K.,Van De Zandschulp B.,33,14,1160,2470,7-5 6-2
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Passaro F.,Ymer M.,Ymer M.,110,59,501,806,2-6 3-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Medvedev D.,Arnaldi M.,Medvedev D.,7,111,3320,497,6-4 6-2
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Machac T.,Djokovic N.,Djokovic N.,130,1,435,6980,3-6 6-3 6-7
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Hurkacz H.,Shevchenko A.,Hurkacz H.,11,119,3065,463,3-6 6-3 7-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-01,ATP Tour 500,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Rublev A.,Rublev A.,29,6,1345,3405,6-1 6-7 6-7
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-01,ATP Tour 500,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Ymer M.,Van De Zandschulp B.,33,59,1160,806,3-6 6-3 6-3
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-01,ATP Tour 500,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Sonego L.,Sonego L.,9,67,3245,745,6-7 4-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-01,ATP Tour 500,Outdoor,Hard,2nd Round,3,Zverev A.,O Connell C.,Zverev A.,16,92,2320,592,7-5 6-4
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-01,ATP Tour 500,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Coric B.,Coric B.,101,20,532,1815,7-6 3-6 5-7
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-01,ATP Tour 500,Outdoor,Hard,2nd Round,3,Djokovic N.,Griekspoor T.,Djokovic N.,1,39,6980,989,6-2 6-3
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-01,ATP Tour 500,Outdoor,Hard,2nd Round,3,Bublik A.,Medvedev D.,Medvedev D.,46,7,935,3320,4-6 2-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-01,ATP Tour 500,Outdoor,Hard,2nd Round,3,Hurkacz H.,Kotov P.,Hurkacz H.,11,138,3065,419,7-5 6-1
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-02,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Sonego L.,Zverev A.,Zverev A.,67,16,745,2320,5-7 4-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-02,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Rublev A.,Van De Zandschulp B.,Rublev A.,6,33,3405,1160,6-3 7-6
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-02,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Djokovic N.,Djokovic N.,11,1,3065,6980,3-6 5-7
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-02,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Coric B.,Medvedev D.,7,20,3320,1815,6-3 6-2
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-03,ATP Tour 500,Outdoor,Hard,Semifinals,3,Zverev A.,Rublev A.,Rublev A.,16,6,2320,3405,3-6 6-7
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-03,ATP Tour 500,Outdoor,Hard,Semifinals,3,Medvedev D.,Djokovic N.,Medvedev D.,7,1,3320,6980,6-4 6-4
Dubai Tennis Championships,UAE,Dubai,"[55.2708, 25.2048]",2023-03-04,ATP Tour 500,Outdoor,Hard,The Final,3,Rublev A.,Medvedev D.,Medvedev D.,6,7,3405,3320,2-6 2-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-27,ATP Tour 250,Indoor,Clay,1st Round,3,Hanfmann Y.,Martinez P.,Hanfmann Y.,153,117,386,476,6-2 6-0
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-27,ATP Tour 250,Indoor,Clay,1st Round,3,Cachin P.,Cerundolo J.M.,Cerundolo J.M.,61,108,797,515,4-6 6-3 3-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-27,ATP Tour 250,Indoor,Clay,1st Round,3,Bonadio R.,Galan D.E.,Bonadio R.,182,83,323,639,6-3 7-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-27,ATP Tour 250,Indoor,Clay,1st Round,3,Tabilo A.,Munar J.,Munar J.,186,66,314,777,0-6 7-6 6-7
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-28,ATP Tour 250,Indoor,Clay,1st Round,3,Etcheverry T.,Fognini F.,Etcheverry T.,76,82,684,643,6-1 7-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-28,ATP Tour 250,Indoor,Clay,1st Round,3,Ramos-Vinolas A.,Monteiro T.,Monteiro T.,50,84,890,631,5-7 6-4 5-7
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-28,ATP Tour 250,Indoor,Clay,1st Round,3,Lajovic D.,Ugo Carabelli C.,Lajovic D.,75,122,693,456,6-1 6-3
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-28,ATP Tour 250,Indoor,Clay,1st Round,3,Sousa J.,Djere L.,Djere L.,147,55,401,835,3-6 2-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-28,ATP Tour 250,Indoor,Clay,1st Round,3,Cecchinato M.,Bagnis F.,Cecchinato M.,91,94,592,570,6-2 3-6 7-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-28,ATP Tour 250,Indoor,Clay,1st Round,3,Varillas J.P.,Jarry N.,Jarry N.,77,87,681,616,6-7 4-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-02-28,ATP Tour 250,Indoor,Clay,1st Round,3,Garin C.,Thiem D.,Garin C.,100,99,546,550,6-2 7-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-01,ATP Tour 250,Indoor,Clay,2nd Round,3,Carballes Baena R.,Hanfmann Y.,Hanfmann Y.,74,153,695,386,6-7 2-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-01,ATP Tour 250,Indoor,Clay,2nd Round,3,Munar J.,Musetti L.,Munar J.,66,18,777,1855,6-4 6-4
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-01,ATP Tour 250,Indoor,Clay,2nd Round,3,Cecchinato M.,Monteiro T.,Monteiro T.,91,84,592,631,6-3 3-6 2-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-01,ATP Tour 250,Indoor,Clay,2nd Round,3,Jarry N.,Schwartzman D.,Jarry N.,87,37,616,1010,6-4 4-6 7-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-02,ATP Tour 250,Indoor,Clay,2nd Round,3,Cerundolo J.M.,Lajovic D.,Lajovic D.,108,75,515,693,2-6 6-2 6-7
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-02,ATP Tour 250,Indoor,Clay,2nd Round,3,Djere L.,Bonadio R.,Djere L.,55,182,835,323,7-5 7-5
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-02,ATP Tour 250,Indoor,Clay,2nd Round,3,Cerundolo F.,Etcheverry T.,Etcheverry T.,32,76,1275,684,3-6 6-3 3-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-02,ATP Tour 250,Indoor,Clay,2nd Round,3,Baez S.,Garin C.,Baez S.,35,100,1045,546,6-4 6-3
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-03,ATP Tour 250,Indoor,Clay,Quarterfinals,3,Lajovic D.,Etcheverry T.,Etcheverry T.,75,76,693,684,1-6 2-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-03,ATP Tour 250,Indoor,Clay,Quarterfinals,3,Baez S.,Djere L.,Baez S.,35,55,1045,835,7-6 6-4
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-03,ATP Tour 250,Indoor,Clay,Quarterfinals,3,Monteiro T.,Munar J.,Munar J.,84,66,631,777,3-6 6-3 2-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-04,ATP Tour 250,Indoor,Clay,Quarterfinals,3,Jarry N.,Hanfmann Y.,Jarry N.,87,153,616,386,3-6 6-3 6-4
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-04,ATP Tour 250,Indoor,Clay,Semifinals,3,Baez S.,Etcheverry T.,Etcheverry T.,35,76,1045,684,5-7 3-6
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-04,ATP Tour 250,Indoor,Clay,Semifinals,3,Jarry N.,Munar J.,Jarry N.,87,66,616,777,1-6 7-6 6-1
Chile Open,Chile,Santiago,"[-70.6693, -33.4489]",2023-03-05,ATP Tour 250,Indoor,Clay,The Final,3,Etcheverry T.,Jarry N.,Jarry N.,76,87,684,616,7-6 6-7 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Zapata Miralles B.,Humbert U.,77,42,678,959,6-2 7-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Kovacevic A.,Giron M.,Giron M.,107,73,527,731,3-6 5-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Ivashka I.,Safiullin R.,Ivashka I.,85,113,651,513,6-4 6-2
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Djere L.,Otte O.,Otte O.,54,82,860,656,3-6 5-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Kubler J.,Sonego L.,Kubler J.,75,60,710,835,6-4 7-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Nakashima B.,Nakashima B.,39,48,995,927,6-7 3-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Cachin P.,Basilashvili N.,Cachin P.,66,118,797,481,7-5 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Daniel T.,Daniel T.,79,103,665,548,1-6 5-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Garin C.,Galan D.E.,Garin C.,97,89,566,639,6-4 6-2
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Wu Y.,Wu Y.,58,67,847,793,7-6 0-6 6-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Lehecka J.,Rinderknech A.,Lehecka J.,47,72,932,737,7-6 7-5
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Coria F.,Schwartzman D.,Schwartzman D.,64,38,810,1010,1-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Monfils G.,Thompson J.,87,210,647,270,6-3 6-1
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Marterer M.,Tabilo A.,Tabilo A.,156,187,382,314,4-6 3-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Wu T.L.,Bublik A.,Wu T.L.,175,46,333,935,6-4 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Krajinovic F.,Mcdonald M.,Mcdonald M.,74,53,730,865,3-6 0-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,Halys Q.,Struff J.L.,134,81,446,661,1-6 6-3 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Riedi L.,Draper J.,Draper J.,135,56,445,854,1-6 1-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Vukic A.,Wawrinka S.,100,186,557,316,6-4 1-6 6-1
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Monteiro T.,Pella G.,Pella G.,78,739,676,30,6-3 5-7 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Holt B.,Kokkinakis T.,94,193,577,309,6-4 6-1
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Shelton B.,Shelton B.,88,41,643,964,4-6 1-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,Wolf J.J.,Fucsovics M.,84,44,652,951,1-6 6-0 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Molcan A.,Molcan A.,50,63,890,820,3-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,Etcheverry T.,Murray A.,55,61,855,822,6-7 6-1 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Huesler M.A.,Martinez P.,Martinez P.,51,120,890,476,6-7 6-3 4-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Hijikata R.,Ymer M.,Hijikata R.,130,57,451,851,6-4 7-5
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Gojo B.,Gasquet R.,Gasquet R.,121,43,475,955,4-6 7-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Thiem D.,Mannarino A.,68,102,791,550,4-6 6-4 7-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Barrere G.,Sock J.,Sock J.,65,154,799,385,4-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,Zhang Zh.,Popyrin A.,101,93,556,580,6-4 5-7 6-1
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Wu T.L.,Norrie C.,Norrie C.,175,12,333,2815,2-6 4-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Garin C.,Nishioka Y.,Garin C.,97,34,566,1142,6-4 6-0
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Ruud C.,Ruud C.,38,4,1010,5560,2-6 3-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Bautista Agut R.,Ruusuvuori E.,59,27,846,1465,7-6 6-2
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Thompson J.,Thompson J.,3,87,5805,647,6-7 6-4 6-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Cressy M.,Tabilo A.,187,37,314,1016,7-6 7-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Wu Y.,Davidovich Fokina A.,Davidovich Fokina A.,67,28,793,1390,4-6 1-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Cachin P.,Zverev A.,14,66,2500,797,6-3 6-1
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Humbert U.,Humbert U.,30,77,1380,678,5-7 4-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Berrettini M.,Daniel T.,103,23,548,1780,7-6 0-6 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Otte O.,Khachanov K.,Khachanov K.,82,15,656,2470,3-6 3-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Nakashima B.,Medvedev D.,6,48,3775,927,6-4 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Giron M.,Tiafoe F.,Tiafoe F.,73,16,731,2395,2-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Lehecka J.,Rublev A.,7,47,3660,932,6-4 6-2
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,Draper J.,Draper J.,29,56,1380,854,4-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Gasquet R.,Sinner J.,13,43,2655,955,6-3 7-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Martinez P.,Auger-Aliassime F.,Auger-Aliassime F.,120,10,476,3245,6-7 4-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Kecmanovic M.,Wawrinka S.,100,31,557,1290,7-6 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,Molcan A.,Molcan A.,20,63,1905,820,3-6 3-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Struff J.L.,Paul T.,19,134,2000,446,6-3 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Fucsovics M.,Fucsovics M.,18,84,2165,652,4-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Albot R.,Murray A.,55,109,855,522,6-4 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Sock J.,Cerundolo F.,Cerundolo F.,154,32,385,1275,6-4 3-6 4-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Griekspoor T.,Pella G.,Griekspoor T.,36,739,1034,30,7-6 7-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Fritz T.,Fritz T.,41,5,964,3795,6-4 4-6 3-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Musetti L.,Mannarino A.,68,21,791,1855,6-4 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Popyrin A.,Hurkacz H.,Hurkacz H.,101,11,556,3110,3-6 3-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Baez S.,Hijikata R.,Baez S.,35,130,1135,451,6-3 6-1
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Mcdonald M.,Rune H.,Rune H.,53,8,865,3321,5-7 3-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Kokkinakis T.,Alcaraz C.,2,94,6780,577,6-3 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Garin C.,Garin C.,4,97,5560,566,4-6 6-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,Daniel T.,Norrie C.,12,103,2815,548,6-7 7-5 6-2
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Ruusuvuori E.,Zverev A.,Zverev A.,59,14,846,2500,5-7 6-1 5-7
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Davidovich Fokina A.,Khachanov K.,Davidovich Fokina A.,28,15,1390,2470,6-3 1-6 6-4
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Kubler J.,Tiafoe F.,Tiafoe F.,75,16,710,2395,3-6 2-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Humbert U.,Rublev A.,7,77,3660,678,7-5 6-3
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-13,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Ivashka I.,Medvedev D.,Medvedev D.,85,6,651,3775,2-6 6-3 1-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-13,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Tabilo A.,Thompson J.,Tabilo A.,187,87,314,647,6-3 7-6
BNP Paribas Open,USA,Indian Wells,"[-116.3089, 33.7206]",2023-03-13,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Paul T.,Paul T.,11,19,3110,2000,6-4 2-6 4-6
